name,ticker,nomicsid,coingeckoid,statuses,statusreasoning,primarysector,secondarysector,facts_data,opinions,rm_tr,format,coingeckolink,assetdescription,tokendescription,watchlist,messarilink
Zcoin,XZC,XZC,null,Delisted,- Privacy Token,null,null,Yes,Yes,No,null,null,null,null,FALSE,null
Zebi,ZCO,ZCO,zebi,Delisted,- No centralised or decentralised exchange support.,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/zebi,null,null,FALSE,https://messari.io/asset/zebi
Zilliqa,ZIL,ZIL,zilliqa,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/zilliqa,Zilliqa is a smart contract platform featuring a sharded architecture that aims to address the scalability limitations seen in some other blockchains. Its sharded design allows concurrent chains to execute transactions in parallel_ thereby increasing the overall capacity of the network. In addition to scalability_ Zilliqa provides a smart contract layer to support smart contract creation by way of its native programming language_ Scilla.,ZIL is the native cryptocurrency of the Zilliqa blockchain. It serves multiple roles within the network. Its primary use is as a currency. Aside from processing transactions_ it’s also used to execute smart contracts and reward miners for securing the network.,FALSE,https://messari.io/asset/zilliqa
Alchemy Pay,ACH,ACH3,alchemy-pay,Active,null,Currency,"Supply Chain / Commerce
",Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/alchemy-pay#markets,"Alchemy Pay is a payments solution platform that provides a gateway to connect the cryptocurrency and fiat economies. Not only does Alchemy Pay power the acceptance of cryptocurrencies through traditional payment protocols, but it also guarantees commercially viable settlement speeds by connecting with adaptation layers of blockchains and layer-2 networks.
","The ACH token is the utility and rewards token of the Alchemy Pay ecosystem that supports the protocol's crypto-fiat payments gateway. The ERC-20 token can be earned in the form of rewards, pledged by enterprise partners and paid as fees by the platform users. ",FALSE,https://messari.io/asset/alchemy-pay
AllianceBlock,ALBT,ALBT,allianceblock,Active,null,Smart Contract Platform,Multi-Chain / Parachain,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/allianceblock,"AllianceBlock is a blockchain-agnostic protocol that aims to offer financial institutions and individual clients the ability to trade cryptocurrencies legally. The platform seeks to bridge traditional finance and decentralized finance ecosystems to automate the conversion of digital tokens into bankable products.
","The ALBT token is a critical piece of the AllianceBlock ecosystem that provides an avenue for users to interact with the protocol's features while returning value to the protocol and service providers. The ERC-20 token can be earned in the form of rewards, pledged by enterprise partners and paid as fees by the platform users.",FALSE,https://messari.io/asset/allianceblock
Anchor Protocol,ANC,ANC3,anchor-protocol,Delisted,- With UST now worth nothing and LUNA 2.0 not including the algo-stablecoin. Anchor Protocol has no use case (this was previously the 20% APY it had on UST) and will cease to exist,DeFi,"Lending / Borrowing
",Yes,Yes,No,Terra,https://www.coingecko.com/en/coins/anchor-protocol,null,null,FALSE,https://messari.io/asset/anchor-protocol
Aptos,APT,APTOS,aptos,Active,null,Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/aptos,"Aptos is a new, independent high-performance PoS Layer 1 project focused on delivering the safest and most scalable Layer 1 blockchain in the world. The Aptos blockchain leverages the Move programming language and the Move VM for application development, which are created and optimized for blockchain use cases.",APT is the native cryptocurrency of the Aptos blockchain.,FALSE,https://messari.io/asset/aptos
Archer DAO Governance Token,ARCH,ARCH,archer-dao-governance-token,Delisted,"- Not listed on any supported centralised exchange.
- Not listed on any supported decentralised exchange.",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/archer-dao-governance-token,null,null,FALSE,https://messari.io/asset/archer-dao-governance-token
Astar,ASTR,ASTR,astar,Active,null,Smart Contract Platform,Multi-Chain / Parachain,Yes,Yes,No,Polkadot,https://www.coingecko.com/en/coins/astar,"Astar Network is a smart contract hub leveraged by decentralized apps (dApps) in the Web 3.0 ecosystem, with support for both EVM and WASM virtual machines. Astar is a scalable platform used by dApp developers to lower costs and improve interoperability, including via the use of Layer 2 features such as Plasma and zero-knowledge rollups. Astar also features cross-chain interoperability underpinned by Polkadot.","Astar token is the utility token of Astar Network that serves five major roles: dApps Staking, Network Staking, Fees, Layer 2, and On-chain Governance.",FALSE,https://messari.io/asset/astar
Bread,BRD,BRD,bread,Delisted,"- Binance the only centralised exchange delisted which made the token dead. 
- No volume on any exchange.",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/bread,null,null,FALSE,https://messari.io/asset/bread
bZx Protocol,BZRX,BZRX,bzx-protocol,Delisted,"- Limited access to liquidity
- Only listed on Uniswap but has tiny liquidity or volume",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/bzx-protocol,null,null,FALSE,https://messari.io/asset/bzx-network
Cindicator,CND,CND,cindicator,Delisted,"- Limited access to liquidity
- Only listed on Uniswap but has no liquidity or volume",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/cindicator,null,null,FALSE,https://messari.io/asset/cindicator
Constellation,DAG,DAG,constellation-labs,Sell Only,"- Only listed on Kucoin and is mainnet
- This presents custody issues which we are not comfortable with",Computing,IoT,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/constellation,null,null,FALSE,https://messari.io/asset/constellation-labs
Data,DTA,DTA,data,Delisted,"- Only listed on Huobi with no liquidity or volume
- Dead token",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/data,null,null,FALSE,https://messari.io/asset/data
Decentr,DEC,JAN,decentr,Delisted,"- Limited access to liquidity
- Only listed on Uniswap but has tiny liquidity or volume",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/decentr,null,null,FALSE,https://messari.io/asset/decentr
DeFiChain,DFI,DFI,defichain,Active,null,DeFi,AMM,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/defichain,"DeFiChain is a decentralized blockchain platform working towards enabling fast, intelligent, and transparent decentralized financial services. Its goal is to bring full DeFi capabilities to the Bitcoin ecosystem.The network operates on a hybrid Proof of Stake / Proof of Work consensus mechanism, and leverages Bitcoin’s security by anchoring to the Bitcoin blockchain (via Merkle root) every few blocks.","DFI is used primarily as fee for transactions (adding to liquidity pools, performing swaps on DEX). DFI is used for for governance/voting on improvement proposals on the chain. DFI is used for the creation of new tokens on DeFiChain (DCT) - any user is able to create new tokens for a fee of 100 DFI. DFI is used for submitting community proposals. DFI is used for fee payment for all transactions and smart contracts on DeFiChain.",FALSE,https://messari.io/asset/defichain
DeFiPulse Index,DPI,DPI,defipulse-index,Delisted,"- Limited access to liquidity only listed on Uniswap
- DPI is an index of tokens
- Basket of ERC-20 tokens that represent the key token surrounding DeFi",DeFi,Asset Management,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/defi-pulse-index,null,null,FALSE,https://messari.io/asset/defipulse-index
EDEN,EDEN,EDEN,eden,Delisted,"- Only listed on FTX
- No longer meets our liquidity requirements",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/eden,null,null,FALSE,https://messari.io/asset/eden-network
EthereumPoW,ETHW,ETHW,ethereum-pow-iou,Delisted,"- Only listed on FTX and Kucoin
- Canonical hard fork of Ethereum PoW",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/ethereumpow,null,null,FALSE,null
MXC,MXC,MXC,mxc,Active,null,Computing,IoT,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/mxc,"MXC encourages for increased data transactions and an idiosyncratic data flow monetisation within the mammoth data market. It does this by
1. increasing uplink and downlink coverage
2. unleashing access to a massive network of published and traded data to the marketplace which is securely traded using blockchain technology","MXC is an ERC-20 utility token used for device transactions conducted through the MXProtocol. It allows for IoT tokens and data to be published, sold and traded on an inter-chain NFT marketplace.",FALSE,https://messari.io/asset/machine-xchange-coin
Populous,PPT,PPT,populous,Delisted,"- Limited access to liquidity
- Dead token after Binance and Kucoin delisted",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/populous,null,null,FALSE,https://messari.io/asset/populous
Reddcoin,RDD,RDD,reddcoin,Delisted,"- Only listed on Bittrex
- Pretty much a dead token",null,null,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/reddcoin,null,null,FALSE,https://messari.io/asset/reddcoin
Stargate Finance,STG,STG,stargate-finance,Active,null,DeFi,"Atomic Swaps
",Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/stargate-finance,null,null,FALSE,https://messari.io/asset/stargate-finance
TenX,PAY,PAY,tenx,Delisted,"- Listed on Bittrex and Huobi
- Does not meet liquidity requirements close to no liquidity",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/tenx,null,null,FALSE,https://messari.io/asset/pay-token
Terra,LUNA,LUNA,terra-luna-2,Delisted,"- Ecosystem token collapsed
- Airdropped forked token to clients who may sell/ hold this asset through us",Smart Contract Platform,Single Chain,Yes,Yes,No,Mainnet,https://www.coingecko.com/en/coins/terra,null,null,FALSE,https://messari.io/asset/terra
Unitrade,TRADE,TRADE,unitrade,Delisted,"- Limited access to liquidity
- Only listed on Uniswap but has tiny liquidity or volume",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/unitrade,null,null,FALSE,https://messari.io/protocol/unitrade
Veritaseum,VERI,VERI,veritaseum,Delisted,"- SEC has filed charges against Veritasium
- Token has been removed from centralised and decentralised exchanges",null,null,Yes,Yes,No,ERC-20,https://www.coingecko.com/en/coins/veritaseum,null,null,FALSE,https://messari.io/asset/veritaseum
AdToken (ADT),ADT,ADT,adtoken,Delisted,- Limited access to liquidity,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/adtoken,null,null,FALSE,https://messari.io/asset/adtoken
AirDAO (AMB),AMB,AMB,airdao,Delisted,null,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/airdao,null,null,FALSE,https://messari.io/asset/ambrosus
Bitcoin Diamond (BCD),BCD,BCD,bitcoin-diamond,Delisted,- Fork of Bitcoin Reach out to traders if a client would like to liquidate this token ,null,null,Yes,Yes,No,null,https://www.coingecko.com/en/coins/bitcoin-diamond,null,null,FALSE,https://messari.io/asset/bitcoin-diamond
